  2    2  0  8.1473937  0.0000000  0.0000000  0.0000000  0.0000000  0.0000000
      1.000000000    0.000000000    0.000000000
     -0.500000000    0.866025404    0.000000000
      0.000000000    0.000000000    5.013197440
           1  'Pb '    188851.24696980699     
           2  'Te '    116300.28529607800     
    1    2      0.0000000000      0.5773502692      2.7031875291
    2    1      0.0000000000      0.0000000000      2.3100099106
 T
      3.4323384     -0.0000000      0.0000000
     -0.0000000      3.4323384     -0.0000000
      0.0000000      0.0000000      1.2088016
    1
     -2.3499491     -0.0000000      0.0000000
     -0.0000000     -2.3499491      0.0000000
      0.0000000      0.0000000     -0.0958396
    2
      2.3499491      0.0000000      0.0000000
      0.0000000      2.3499491      0.0000000
      0.0000000      0.0000000      0.0958396
   6   6   1
   6   4   1   2.83581395890E-06
   1   5   1   4.09934727852E-04
   2   5   1  -3.72525008003E-05
   3   5   1   7.58903002083E-10
   4   5   1  -3.72525008003E-05
   5   5   1   4.09934727852E-04
   6   5   1  -7.40925482442E-05
   1   6   1   2.29120247120E-03
   2   6   1  -1.10543116893E-04
   3   6   1   2.50633347027E-05
   4   6   1   2.50633347027E-05
   5   6   1  -1.10543116893E-04
   6   6   1   2.29120247120E-03
   2   3   1   2
   1   1   1  -4.17365805556E-02
   2   1   1   5.16961111111E-05
   3   1   1   1.59227777778E-05
   4   1   1   1.12327777778E-05
   5   1   1   1.59227777778E-05
   6   1   1   5.16961111111E-05
   1   2   1   6.49464108430E-04
   2   2   1   6.49464108430E-04
   3   2   1   2.35487567677E-05
   4   2   1   4.46134423641E-06
   5   2   1   4.46134423641E-06
   6   2   1   2.35487567677E-05
   1   3   1   9.22362559365E-05
   2   3   1   7.86560513131E-06
   3   3   1   9.22362559365E-05
   4   3   1  -5.61669136479E-06
   5   3   1  -8.92092574114E-06
   6   3   1  -5.61669136479E-06
   1   4   1  -1.55500555556E-04
   2   4   1   6.38820596909E-06
   3   4   1   6.38820596909E-06
   4   4   1  -1.55500555556E-04
   5   4   1  -3.94726504135E-05
   6   4   1  -3.94726504135E-05
   1   5   1  -9.87622367048E-04
   2   5   1  -3.93275307965E-06
   3   5   1  -1.27718520366E-05
   4   5   1  -3.93275307965E-06
   5   5   1  -9.87622367048E-04
   6   5   1  -1.03391716242E-04
   1   6   1   2.08682897805E-02
   2   6   1   3.38158465455E-04
   3   6   1   6.32625446525E-05
   4   6   1   6.32625446525E-05
   5   6   1   3.38158465455E-04
   6   6   1   2.08682897805E-02
   2   3   2   1
   1   1   1  -4.38521127778E-02
   2   1   1   2.29805555555E-06
   3   1   1  -1.62988611111E-04
   4   1   1  -1.00949444444E-04
   5   1   1  -1.62988611111E-04
   6   1   1   2.29805555555E-06
   1   2   1   2.19260573223E-02
   2   2   1   2.19260573223E-02
   3   2   1   4.51957154722E-04
   4   2   1   1.14954039840E-04
   5   2   1   1.14954039840E-04
   6   2   1   4.51957154722E-04
   1   3   1  -5.48106444901E-04
   2   3   1  -4.59907884671E-06
   3   3   1  -5.48106444901E-04
   4   3   1   4.44221301027E-05
   5   3   1   1.15915101050E-05
   6   3   1   4.44221301027E-05
   1   4   1  -1.33122222222E-05
   2   4   1   3.48326803325E-05
   3   4   1   3.48326803325E-05
   4   4   1  -1.33122222222E-05
   5   4   1  -5.79545811033E-06
   6   4   1  -5.79545811033E-06
   1   5   1  -1.01642443988E-04
   2   5   1   5.04756476751E-05
   3   5   1   4.76626767275E-06
   4   5   1   5.04756476751E-05
   5   5   1  -1.01642443987E-04
   6   5   1  -8.88431433755E-05
   1   6   1   9.61482333040E-05
   2   6   1   1.28155067500E-04
   3   6   1  -2.38181761782E-06
   4   6   1  -2.38181761782E-06
   5   6   1   1.28155067500E-04
   6   6   1   9.61482333040E-05
   2   3   2   2
   1   1   1  -8.33333333328E-10
   2   1   1  -1.66043444444E-03
   3   1   1  -2.26980000000E-04
   4   1   1  -8.99686111111E-05
   5   1   1  -2.26980000000E-04
   6   1   1  -1.66043444444E-03
   1   2   1   8.20241090696E-04
   2   2   1   8.20241090696E-04
   3   2   1  -6.36410467659E-05
   4   2   1  -2.17466223093E-05
   5   2   1  -2.17466223093E-05
   6   2   1  -6.36410467659E-05
   1   3   1   1.86664729135E-05
   2   3   1  -1.31060630213E-04
   3   3   1   1.86664729135E-05
   4   3   1   2.54956657106E-06
   5   3   1  -3.52208108978E-10
   6   3   1   2.54956657106E-06
   1   4   1   4.49847222222E-05
   2   4   1  -2.62702402109E-05
   3   4   1  -2.62702402109E-05
   4   4   1   4.49847222222E-05
   5   4   1   1.91980179887E-05
   6   4   1   1.91980179887E-05
   1   5   1   2.08313527086E-04
   2   5   1  -1.84284554599E-05
   3   5   1  -1.31445855765E-09
   4   5   1  -1.84284554599E-05
   5   5   1   2.08313527086E-04
   6   5   1   1.27283407990E-04
   1   6   1   8.40193353749E-04
   2   6   1   6.55304912103E-05
   3   6   1   4.46977334204E-05
   4   6   1   4.46977334204E-05
   5   6   1   6.55304912103E-05
   6   6   1   8.40193353749E-04
   3   1   1   1
   1   1   1   0.00000000000E+00
   2   1   1   1.01306400809E-03
   3   1   1   4.14594266055E-04
   4   1   1   4.81867632216E-20
   5   1   1  -4.14594266055E-04
   6   1   1  -1.01306400809E-03
   1   2   1   1.94235188484E-03
   2   2   1  -1.94235188484E-03
   3   2   1  -1.91464209288E-04
   4   2   1  -2.85442839359E-05
   5   2   1   2.85442839359E-05
   6   2   1   1.91464209288E-04
   1   3   1  -1.19162133027E-04
   2   3   1  -6.50056118276E-20
   3   3   1   1.19162133027E-04
   4   3   1   7.43420851983E-06
   5   3   1  -5.15261195474E-20
   6   3   1  -7.43420851983E-06
   1   4   1  -7.95944444444E-06
   2   4   1  -1.20992853220E-05
   3   4   1   1.20992853220E-05
   4   4   1   7.95944444444E-06
   5   4   1   3.59784924557E-05
   6   4   1  -3.59784924557E-05
   1   5   1   2.95432133027E-04
   2   5   1  -3.59579148017E-06
   3   5   1  -4.47621706868E-20
   4   5   1   3.59579148017E-06
   5   5   1  -2.95432133027E-04
   6   5   1  -3.78922915628E-20
   1   6   1   2.95541589293E-03
   2   6   1  -6.41653203992E-05
   3   6   1   8.50349384188E-06
   4   6   1  -8.50349384188E-06
   5   6   1   6.41653203992E-05
   6   6   1  -2.95541589293E-03
   3   1   1   2
   1   1   1   0.00000000000E+00
   2   1   1   3.98083010606E-06
   3   1   1   5.38792893712E-05
   4   1   1  -3.85494105773E-19
   5   1   1  -5.38792893712E-05
   6   1   1  -3.98083010606E-06
   1   2   1  -5.77385932508E-04
   2   2   1   5.77385932508E-04
   3   2   1  -1.14211352968E-04
   4   2   1  -4.12618404511E-06
   5   2   1   4.12618404511E-06
   6   2   1   1.14211352968E-04
   1   3   1  -7.40538976238E-05
   2   3   1  -1.48212949838E-20
   3   3   1   7.40538976238E-05
   4   3   1  -8.74262574011E-05
   5   3   1  -2.62738003856E-19
   6   3   1   8.74262574011E-05
   1   4   1  -1.25052222222E-04
   2   4   1  -1.00386793048E-05
   3   4   1   1.00386793048E-05
   4   4   1   1.25052222222E-04
   5   4   1  -1.68093123749E-04
   6   4   1   1.68093123749E-04
   1   5   1  -2.05426102376E-04
   2   5   1  -7.69395907345E-05
   3   5   1  -9.02917639310E-19
   4   5   1   7.69395907345E-05
   5   5   1   2.05426102376E-04
   6   5   1  -8.62285642473E-20
   1   6   1  -3.79770451786E-02
   2   6   1   3.71959758143E-04
   3   6   1  -5.09972951562E-05
   4   6   1   5.09972951562E-05
   5   6   1  -3.71959758143E-04
   6   6   1   3.79770451786E-02
   3   1   2   1
   1   1   1   0.00000000000E+00
   2   1   1  -8.95388476225E-05
   3   1   1  -3.63850950896E-05
   4   1   1   0.00000000000E+00
   5   1   1   3.63850950896E-05
   6   1   1   8.95388476225E-05
   1   2   1  -3.61449394792E-02
   2   2   1   3.61449394792E-02
   3   2   1  -9.45171336243E-04
   4   2   1  -1.43031554493E-04
   5   2   1   1.43031554493E-04
   6   2   1   9.45171336243E-04
   1   3   1   1.79730880803E-04
   2   3   1   4.45149181301E-19
   3   3   1  -1.79730880803E-04
   4   3   1  -6.81172814758E-06
   5   3   1   9.28591746918E-21
   6   3   1   6.81172814758E-06
   1   4   1   1.67288888889E-05
   2   4   1   4.40387235067E-06
   3   4   1  -4.40387235068E-06
   4   4   1  -1.67288888889E-05
   5   4   1  -1.10616832049E-05
   6   4   1   1.10616832049E-05
   1   5   1  -1.26304214136E-04
   2   5   1  -9.72839481425E-06
   3   5   1   6.84769900894E-21
   4   5   1   9.72839481425E-06
   5   5   1   1.26304214136E-04
   6   5   1   6.82228356531E-19
   1   6   1  -7.65439409722E-04
   2   6   1  -3.19824473546E-05
   3   6   1  -7.72711004840E-06
   4   6   1   7.72711004840E-06
   5   6   1   3.19824473546E-05
   6   6   1   7.65439409722E-04
   3   1   2   2
   1   1   1   9.63735264432E-20
   2   1   1   1.15195812460E-05
   3   1   1   1.09493035176E-04
   4   1   1   0.00000000000E+00
   5   1   1  -1.09493035176E-04
   6   1   1  -1.15195812460E-05
   1   2   1   1.43221878327E-03
   2   2   1  -1.43221878327E-03
   3   2   1   1.13503092574E-04
   4   2   1   4.52943075523E-06
   5   2   1  -4.52943075523E-06
   6   2   1  -1.13503092574E-04
   1   3   1   1.41824204100E-04
   2   3   1   1.64168748739E-20
   3   3   1  -1.41824204100E-04
   4   3   1   4.09737443548E-05
   5   3   1  -6.80410637344E-21
   6   3   1  -4.09737443548E-05
   1   4   1   7.79150000000E-05
   2   4   1   1.40281280582E-05
   3   4   1  -1.40281280582E-05
   4   4   1  -7.79150000000E-05
   5   4   1   3.64447947248E-05
   6   4   1  -3.64447947248E-05
   1   5   1   2.51315795900E-04
   2   5   1   2.36404110215E-05
   3   5   1  -2.80086851799E-20
   4   5   1  -2.36404110215E-05
   5   5   1  -2.51315795900E-04
   6   5   1  -3.97968807496E-20
   1   6   1   1.44373788339E-03
   2   6   1   1.10229759241E-04
   3   6   1   9.61276408857E-06
   4   6   1  -9.61276408857E-06
   5   6   1  -1.10229759241E-04
   6   6   1  -1.44373788339E-03
   3   2   1   1
   1   1   1   2.77777777824E-10
   2   1   1  -2.82772805556E-03
   3   1   1  -1.01768055556E-04
   4   1   1   9.19027777778E-06
   5   1   1  -1.01768055556E-04
   6   1   1  -2.82772805556E-03
   1   2   1   2.29120247120E-03
   2   2   1   2.29120247120E-03
   3   2   1  -1.10543116893E-04
   4   2   1   2.50633347027E-05
   5   2   1   2.50633347027E-05
   6   2   1  -1.10543116893E-04
   1   3   1   4.09934727852E-04
   2   3   1  -7.40925482442E-05
   3   3   1   4.09934727852E-04
   4   3   1  -3.72525008003E-05
   5   3   1   7.58903002083E-10
   6   3   1  -3.72525008003E-05
   1   4   1  -4.59527777778E-06
   2   4   1   2.83581395890E-06
   3   4   1   2.83581395890E-06
   4   4   1  -4.59527777778E-06
   5   4   1   1.21869638189E-05
   6   4   1   1.21869638189E-05
   1   5   1  -3.08165838963E-04
   2   5   1  -1.18952769775E-05
   3   5   1  -2.03347446513E-10
   4   5   1  -1.18952769775E-05
   5   5   1  -3.08165838963E-04
   6   5   1   2.21086437133E-04
   1   6   1   5.36525306580E-04
   2   6   1   3.70458946706E-05
   3   6   1   9.06110974170E-06
   4   6   1   9.06110974170E-06
   5   6   1   3.70458946706E-05
   6   6   1   5.36525306580E-04
   3   2   1   2
   1   1   1  -4.38521127778E-02
   2   1   1   2.29805555555E-06
   3   1   1  -1.62988611111E-04
   4   1   1  -1.00949444444E-04
   5   1   1  -1.62988611111E-04
   6   1   1   2.29805555555E-06
   1   2   1   9.61482333040E-05
   2   2   1   9.61482333040E-05
   3   2   1   1.28155067500E-04
   4   2   1  -2.38181761782E-06
   5   2   1  -2.38181761782E-06
   6   2   1   1.28155067500E-04
   1   3   1  -1.01642443988E-04
   2   3   1  -8.88431433755E-05
   3   3   1  -1.01642443987E-04
   4   3   1   5.04756476751E-05
   5   3   1   4.76626767275E-06
   6   3   1   5.04756476751E-05
   1   4   1  -1.33122222222E-05
   2   4   1  -5.79545811033E-06
   3   4   1  -5.79545811033E-06
   4   4   1  -1.33122222222E-05
   5   4   1   3.48326803325E-05
   6   4   1   3.48326803325E-05
   1   5   1  -5.48106444901E-04
   2   5   1   4.44221301027E-05
   3   5   1   1.15915101050E-05
   4   5   1   4.44221301027E-05
   5   5   1  -5.48106444901E-04
   6   5   1  -4.59907884671E-06
   1   6   1   2.19260573223E-02
   2   6   1   4.51957154722E-04
   3   6   1   1.14954039840E-04
   4   6   1   1.14954039840E-04
   5   6   1   4.51957154722E-04
   6   6   1   2.19260573223E-02
   3   2   2   1
   1   1   1  -4.17365805556E-02
   2   1   1   5.16961111111E-05
   3   1   1   1.59227777778E-05
   4   1   1   1.12327777778E-05
   5   1   1   1.59227777778E-05
   6   1   1   5.16961111111E-05
   1   2   1   2.08682897805E-02
   2   2   1   2.08682897805E-02
   3   2   1   3.38158465455E-04
   4   2   1   6.32625446525E-05
   5   2   1   6.32625446525E-05
   6   2   1   3.38158465455E-04
   1   3   1  -9.87622367048E-04
   2   3   1  -1.03391716242E-04
   3   3   1  -9.87622367048E-04
   4   3   1  -3.93275307965E-06
   5   3   1  -1.27718520366E-05
   6   3   1  -3.93275307965E-06
   1   4   1  -1.55500555556E-04
   2   4   1  -3.94726504135E-05
   3   4   1  -3.94726504135E-05
   4   4   1  -1.55500555556E-04
   5   4   1   6.38820596909E-06
   6   4   1   6.38820596909E-06
   1   5   1   9.22362559365E-05
   2   5   1  -5.61669136479E-06
   3   5   1  -8.92092574114E-06
   4   5   1  -5.61669136479E-06
   5   5   1   9.22362559365E-05
   6   5   1   7.86560513131E-06
   1   6   1   6.49464108430E-04
   2   6   1   2.35487567677E-05
   3   6   1   4.46134423641E-06
   4   6   1   4.46134423641E-06
   5   6   1   2.35487567677E-05
   6   6   1   6.49464108430E-04
   3   2   2   2
   1   1   1  -8.33333333328E-10
   2   1   1  -1.66043444444E-03
   3   1   1  -2.26980000000E-04
   4   1   1  -8.99686111111E-05
   5   1   1  -2.26980000000E-04
   6   1   1  -1.66043444444E-03
   1   2   1   8.40193353749E-04
   2   2   1   8.40193353749E-04
   3   2   1   6.55304912103E-05
   4   2   1   4.46977334204E-05
   5   2   1   4.46977334204E-05
   6   2   1   6.55304912103E-05
   1   3   1   2.08313527086E-04
   2   3   1   1.27283407990E-04
   3   3   1   2.08313527086E-04
   4   3   1  -1.84284554599E-05
   5   3   1  -1.31445855765E-09
   6   3   1  -1.84284554599E-05
   1   4   1   4.49847222222E-05
   2   4   1   1.91980179887E-05
   3   4   1   1.91980179887E-05
   4   4   1   4.49847222222E-05
   5   4   1  -2.62702402109E-05
   6   4   1  -2.62702402109E-05
   1   5   1   1.86664729135E-05
   2   5   1   2.54956657106E-06
   3   5   1  -3.52208108978E-10
   4   5   1   2.54956657106E-06
   5   5   1   1.86664729135E-05
   6   5   1  -1.31060630213E-04
   1   6   1   8.20241090696E-04
   2   6   1  -6.36410467659E-05
   3   6   1  -2.17466223093E-05
   4   6   1  -2.17466223093E-05
   5   6   1  -6.36410467659E-05
   6   6   1   8.20241090696E-04
   3   3   1   1
   1   1   1   1.09056361667E-01
   2   1   1   4.11062777778E-03
   3   1   1   3.73490000000E-04
   4   1   1   1.01802777778E-04
   5   1   1   3.73490000000E-04
   6   1   1   4.11062777778E-03
   1   2   1   4.11062777778E-03
   2   2   1   4.11062777778E-03
   3   2   1  -6.06522222222E-05
   4   2   1  -6.93722222222E-06
   5   2   1  -6.93722222222E-06
   6   2   1  -6.06522222222E-05
   1   3   1   3.73490000000E-04
   2   3   1  -6.06522222222E-05
   3   3   1   3.73490000000E-04
   4   3   1  -6.93722222222E-06
   5   3   1   1.06266666667E-05
   6   3   1  -6.93722222222E-06
   1   4   1   1.01802777778E-04
   2   4   1  -6.93722222222E-06
   3   4   1  -6.93722222223E-06
   4   4   1   1.01802777778E-04
   5   4   1  -6.93722222223E-06
   6   4   1  -6.93722222222E-06
   1   5   1   3.73490000000E-04
   2   5   1  -6.93722222222E-06
   3   5   1   1.06266666667E-05
   4   5   1  -6.93722222222E-06
   5   5   1   3.73490000000E-04
   6   5   1  -6.06522222222E-05
   1   6   1   4.11062777778E-03
   2   6   1  -6.06522222222E-05
   3   6   1  -6.93722222222E-06
   4   6   1  -6.93722222222E-06
   5   6   1  -6.06522222222E-05
   6   6   1   4.11062777778E-03
   3   3   1   2
   1   1   1  -4.33250513889E-02
   2   1   1  -2.26166388889E-04
   3   1   1  -3.45697222222E-05
   4   1   1  -2.25547222222E-05
   5   1   1  -3.45697222222E-05
   6   1   1  -2.26166388889E-04
   1   2   1  -6.53891653840E-04
   2   2   1  -6.53891653840E-04
   3   2   1  -3.45688675928E-05
   4   2   1  -1.61937269765E-05
   5   2   1  -1.61937269765E-05
   6   2   1  -3.45688675928E-05
   1   3   1  -1.44504924472E-04
   2   3   1   7.61035544368E-06
   3   3   1  -1.44504924472E-04
   4   3   1  -2.25545357544E-05
   5   3   1  -1.61938085053E-05
   6   3   1  -2.25545357544E-05
   1   4   1  -1.44504722222E-04
   2   4   1  -2.21306975726E-05
   3   4   1  -2.21306975726E-05
   4   4   1  -1.44504722222E-04
   5   4   1  -3.45687468718E-05
   6   4   1  -3.45687468718E-05
   1   5   1  -6.53889519973E-04
   2   5   1   7.61009130991E-06
   3   5   1  -2.21289692725E-05
   4   5   1   7.61009130991E-06
   5   5   1  -6.53889519973E-04
   6   5   1  -2.26166466555E-04
   1   6   1  -4.33250494573E-02
   2   6   1  -6.53890576852E-04
   3   6   1  -1.44504050801E-04
   4   6   1  -1.44504050801E-04
   5   6   1  -6.53890576852E-04
   6   6   1  -4.33250494573E-02
   3   3   2   1
   1   1   1  -4.33250513889E-02
   2   1   1  -2.26166388889E-04
   3   1   1  -3.45697222222E-05
   4   1   1  -2.25547222222E-05
   5   1   1  -3.45697222222E-05
   6   1   1  -2.26166388889E-04
   1   2   1  -4.33250494573E-02
   2   2   1  -4.33250494573E-02
   3   2   1  -6.53890576852E-04
   4   2   1  -1.44504050801E-04
   5   2   1  -1.44504050801E-04
   6   2   1  -6.53890576852E-04
   1   3   1  -6.53889519973E-04
   2   3   1  -2.26166466555E-04
   3   3   1  -6.53889519973E-04
   4   3   1   7.61009130991E-06
   5   3   1  -2.21289692725E-05
   6   3   1   7.61009130991E-06
   1   4   1  -1.44504722222E-04
   2   4   1  -3.45687468718E-05
   3   4   1  -3.45687468718E-05
   4   4   1  -1.44504722222E-04
   5   4   1  -2.21306975726E-05
   6   4   1  -2.21306975726E-05
   1   5   1  -1.44504924472E-04
   2   5   1  -2.25545357544E-05
   3   5   1  -1.61938085053E-05
   4   5   1  -2.25545357544E-05
   5   5   1  -1.44504924472E-04
   6   5   1   7.61035544368E-06
   1   6   1  -6.53891653840E-04
   2   6   1  -3.45688675928E-05
   3   6   1  -1.61937269765E-05
   4   6   1  -1.61937269765E-05
   5   6   1  -3.45688675928E-05
   6   6   1  -6.53891653840E-04
   3   3   2   2
   1   1   1   1.17883457778E-01
   2   1   1   2.33630138889E-03
   3   1   1   3.92363611111E-04
   4   1   1   1.09622222222E-04
   5   1   1   3.92363611111E-04
   6   1   1   2.33630138889E-03
   1   2   1   2.33630138889E-03
   2   2   1   2.33630138889E-03
   3   2   1   1.16150555556E-04
   4   2   1   3.97147222222E-05
   5   2   1   3.97147222222E-05
   6   2   1   1.16150555556E-04
   1   3   1   3.92363611111E-04
   2   3   1   1.16150555556E-04
   3   3   1   3.92363611111E-04
   4   3   1   3.97147222222E-05
   5   3   1   2.23927777778E-05
   6   3   1   3.97147222222E-05
   1   4   1   1.09622222222E-04
   2   4   1   3.97147222222E-05
   3   4   1   3.97147222222E-05
   4   4   1   1.09622222222E-04
   5   4   1   3.97147222222E-05
   6   4   1   3.97147222222E-05
   1   5   1   3.92363611111E-04
   2   5   1   3.97147222222E-05
   3   5   1   2.23927777778E-05
   4   5   1   3.97147222222E-05
   5   5   1   3.92363611111E-04
   6   5   1   1.16150555556E-04
   1   6   1   2.33630138889E-03
   2   6   1   1.16150555556E-04
   3   6   1   3.97147222222E-05
   4   6   1   3.97147222222E-05
   5   6   1   1.16150555556E-04
   6   6   1   2.33630138889E-03
